matiere,theme,difficulte,modele,variante,enonce,solution,explication,longueur_enonce,longueur_explication,mots_enonce
Anglais,Reading comprehension,examen,gemini-flash-lite-latest,B_markdown,"Read the text below and answer the question. Text: 'Koffi is a hard-working student in Cotonou. Every morning, he wakes up at 5 AM, revises his lessons, and helps his mother sell akassa before going to school.' Question: What does Koffi do right after waking up in the morning according to the text?",He revises his lessons.,"Étape 1 : Lis attentivement la question pour savoir ce qu'on te demande (ce que fait Koffi juste après s'être réveillé). Étape 2 : Cherche le moment du réveil dans le texte ('Every morning, he wakes up at 5 AM'). Étape 3 : Regarde ce qui vient immédiatement après dans la phrase ('revises his lessons'). C'est cela la bonne réponse ! Bravo pour ton effort.",299,356,53
Physique-Chimie-Technologie,"Optique (lentilles, miroirs)",moyen,gemini-flash-lite-latest,A_minimal,"Un élève de 3ème dispose d'une lentille convergente de distance focale f = 5 cm. Il place un objet lumineux AB, de hauteur 2 cm, perpendiculairement à l'axe optique, à 10 cm en avant de la lentille. Calcule la distance de l'image (OA') par rapport à la lentille en utilisant la formule de conjugaison des lentilles minces.",OA' = +10 cm,"Étape 1 : On identifie les données du texte. La distance focale est f = +5 cm car la lentille est convergente. La distance de l'objet est OA = -10 cm (car l'objet est placé en avant de la lentille, dans le sens contraires des rayons lumineux).
Étape 2 : On rappelle la formule de conjugaison des lentilles minces : (1/OA') - (1/OA) = (1/f).
Étape 3 : On isole le terme recherché (1/OA') : (1/OA') = (1/f) + (1/OA).
Étape 4 : On remplace par les valeurs numériques : (1/OA') = (1/5) + (1/-10) = (1/5) - (1/10).
Étape 5 : On met au même dénominateur : (1/OA') = (2/10) - (1/10) = 1/10.
Étape 6 : On en déduit OA' en inversant la fraction : OA' = +10 cm. L'image se trouve donc à 10 cm derrière la lentille.",322,704,57
Espagnol,Pretérito indefinido e imperfecto,examen,gemini-flash-lite-latest,B_markdown,"Completa la frase con el tiempo correcto (pretérito indefinido o imperfecto): Ayer, mientras yo (estudiar) ____ en mi habitación, mi madre (preparar) ____ elú de arroz con salsa de maní.",estudiaba / preparó,"Paso 1: Analizamos la frase para ver qué acción dura en el pasado y qué acción interrumpe o ocurre de repente. 

Paso 2: La primera parte tiene 'mientras', que indica una acción en desarrollo (una acción de fondo). Para esto, usamos el pretérito imperfecto. Con el sujeto 'yo' y el verbo 'estudiar' (grupo -ar), la forma es 'estudiaba'. Piensa en ti sentado en tu cuarto en Cotonou repasando tus lecciones durante un tiempo largo.

Paso 3: La segunda parte es una acción puntual que ocurre en ese mismo momento. Para una acción completa o que interrumpe, usamos el pretérito indefinido. Con el sujeto 'mi madre' (tercera persona del singular) y el verbo 'preparar', la forma es 'preparó'. ¡Ánimo, vas por buen camino para el BEPC!",186,730,30
Communication écrite,Résumé et compte rendu,moyen,gemini-flash-lite-latest,B_markdown,"Lis le texte suivant et rédige son résumé en 30 mots (plus ou mal 5 mots) : La scolarisation des jeunes filles est un levier fondamental pour le développement de notre pays. Lorsqu'une fille va à l'école, elle acquiert des connaissances qui lui permettent de subvenir à ses besoins et de participer activement aux decisions de sa communauté. Malheureusement, certains parents persistent à privilégier la scolarisation des garçons à cause des pesanteurs socioculturelles. Il est donc urgent de sensibiliser les populations sur l'importance cruciale de l'éducation des filles pour bâtir un Bénin prospère et égalitaire.","L'éducation des filles est essentielle pour le développement du Bénin. Malgré les pesanteurs socioculturelles qui favorisent les garçons, il faut sensibiliser les populations pour scolariser toutes les jeunes filles et bâtir un pays prospère.","Étape 1 : Lire attentivement le texte pour comprendre l'idée principale, à savoir l'importance de l'éducation des filles au Bénin malgré les obstacles culturels. Étape 2 : Identifier les trois idées clés : l'importance de l'éducation féminine, le problème des pesanteurs socioculturelles et la nécessité de sensibiliser. Étape 3 : Rédiger des phrases courtes en éliminant les exemples superflus et les répétitions. Étape 4 : Compter les mots pour respecter la consigne de longueur (environ 30 mots).",617,499,95
Histoire-Géographie,Le Bénin contemporain,moyen,gemini-flash-lite-latest,B_markdown,Calcule la densité de population d'une région du Bénin sachant que sa population est de 1.500.000 habitants et sa superficie est de 25.000 km².,60 habitants par km²,"Pour trouver la densité de population, on applique la formule mathématique : Densité = Population totale divisée par Superficie. Ici, on prend le nombre d'habitants, c'est-à-dire 1.500.000, et on le divise par la superficie qui est de 25.000 km². Pour simplifier le calcul, on peut barrer trois zéros en haut et trois zéros en bas, ce qui donne 1.500 divisé par 25. En effectuant la division, on trouve 60. L'unité de mesure pour la densité est l'habitant par kilomètre carré, noté hab/km². La réponse est donc 60 habitants par km².",143,532,24
Sciences de la Vie et de la Terre,Sols et roches,facile,gemini-flash-lite-latest,A_minimal,"Au cours d'une séance de travaux pratiques au collège, un élève de 3ème verse de l'eau sur un échantillon de sol prélevé dans son champ à Bohicon. Il observe que l'eau traverse très rapidement ce sol et qu'il reste très peu d'eau retenue. Comment appelle-t-on la propriété physique de ce sol qui laisse passer l'eau aussi facilement ?",La perméabilité,"Étape 1 : Analyser la situation. L'élève observe que l'eau traverse rapidement le sol. Cela montre que le sol laisse passer l'eau. 
Étape 2 : Connaître les propriétés du sol au programme du BEPC. Parmi les propriétés physiques des sols (comme la porosité, la perméabilité, la battance), celle qui désigne l'aptitude d'un sol à laisser circuler l'eau est la perméabilité. 
Étape 3 : Conclure. Un sol qui laisse passer l'eau rapidement est un sol très perméable.",334,460,58
Sciences de la Vie et de la Terre,Hygiène et maladies,facile,gemini-flash-lite-latest,B_markdown,"Pour prévenir le choléra, une maladie très fréquente liée au manque d'hygiène au Bénin, quelle habitude simple et quotidienne doit-on obligatoirement observer avant de manger ?",Se laver les mains à l'eau propre et au savon.,"Etape 1 : Le choléra se transmet souvent par l'ingestion d'aliments ou d'eau souillés par des microbes. Etape 2 : Nos mains touchent beaucoup d'objets sales au cours de la journée au marché, à l'école ou à la maison. Etape 3 : Pour éviter de porter ces microbes dans notre bouche, il faut donc impérativement se laver les mains avec de l'eau propre et du savon avant chaque repas. C'est un geste simple qui sauve des vies au Bénin !",176,432,26
Espagnol,Comprensión de texto,examen,gemini-flash-lite-latest,C_complet,"Lee el texto y responde a la pregunta. Texto: 'María vive en Cotonú con su familia. Todos los días se levanta a las 6 de la mañana, desayuna pan con té y luego va a la escuela a pie.' Pregunta: ¿Cómo va María a la escuela?",María va a la escuela a pie.,"Étape 1 : Lis attentivement la question pour savoir ce qu'on cherche. Ici, on cherche le moyen de transport que utilise María pour aller à l'école ('¿Cómo va... ?'). Étape 2 : Cherche les mots clés 'escuela' et l'action de se déplacer dans le texte. On trouve la phrase 'va a la escuela a pie'. Étape 3 : Traduis ou comprends l'expression 'a pie', qui signifie 'à pied'. La réponse est donc qu'elle y va à pied.",222,411,46
Communication écrite,Orthographe et accords,moyen,gemini-flash-lite-latest,B_markdown,Conjugue le verbe entre parenthèses au temps qui convient et fais l'accord nécessaire : 'Les mangues que maman a (acheter) au marché de Dantokpa sont bien mûres.',achetées,"Étape 1 : On observe le verbe 'acheter' qui est employé avec l'auxiliaire 'avoir'. 
Étape 2 : On cherche son COD (Complément d'Objet Direct). Le pronom relatif 'que' remplace 'les mangues'. 
Étape 3 : On remarque que le COD 'que' est placé AVANT le verbe. 
Étape 4 : La règle d'or nous dit que le participe passé conjugué avec 'avoir' s'accorde avec son COD si celui-ci est placé avant. 
Étape 5 : Comme 'les mangues' est un nom féminin pluriel, on ajoute un 'e' et un 's' au participe passé, ce qui donne 'achetées'.",162,517,27
Mathématiques,Équations du 1er degré,examen,gemini-flash-lite-latest,C_complet,Résous dans R l'équation suivante : 3(2x - 1) - 5 = 2(x + 3) + 4.,x = 4,"Bonjour ! Pour résoudre cette équation comme au BEPC, allons-y pas à pas. Étape 1 : On développe les parenthèses en distribuant les nombres devant. Pour 3(2x - 1), on fait 3 × 2x et 3 × (-1), ce qui donne 6x - 3. On recopie le reste : 6x - 3 - 5. De l'autre côté, pour 2(x + 3), on fait 2 × x et 2 × 3, ce qui donne 2x + 6. On recopie le reste : 2x + 6 + 4. L'équation devient donc : 6x - 3 - 5 = 2x + 6 + 4. Étape 2 : On réduit chaque membre en regroupant les nombres seuls. À gauche, -3 - 5 donne -8, donc on a 6x - 8. À droite, 6 + 4 donne 10, donc on a 2x + 10. L'équation simplifiée est : 6x - 8 = 2x + 10. Étape 3 : On regroupe les termes en x du même côté (à gauche) et les nombres de l'autre (à droite). En passant 2x à gauche, il devient -2x. En passant -8 à droite, il devient +8. On obtient : 6x - 2x = 10 + 8. Étape 4 : On calcule. 6x - 2x donne 4x, et 10 + 8 donne 18. On a donc : 4x = 18. Étape 5 : Pour trouver x, on divise par le nombre qui est devant x, c'est-à-dire 4. On a x = 18/4. En simplifiant par 2, on trouve x = 9/2 ou x = 4,5. C'est du très bon travail, continue ainsi !",65,1097,17
Communication écrite,Lettre et écrits fonctionnels,facile,gemini-flash-lite-latest,A_minimal,"Cotonou, le 15 mai 2024

Objet : Demande d'autorisation d'absence

Monsieur le Directeur du collège, 

Je viens par la présente solliciter auprès de votre bienveillance une autorisation d'absence de deux jours, les 18 et 19 mai 2024, pour motif de santé.

Dans l'attente d'une suite favorable, veuillez agréer, Monsieur le Directeur, l'expression de mes salutations distinguées.

Signé : Koffi

Question : S'agit-il d'une lettre administrative ou d'une lettre amicale ? Justifie ta réponse en t'appuyant sur deux indices précis du texte.",Il s'agit d'une lettre administrative. Justification : la présence de l'objet (Demande d'autorisation d'absence) et la formule finale de politesse adressée à un supérieur hiérarchique (Monsieur le Directeur).,"Étape 1 : Observe la structure du texte. On remarque la présence d'un 'Objet' et d'un destinataire qui est une autorité ('Monsieur le Directeur'). Étape 2 : Rappelle-toi qu'une lettre amicale s'adresse à un proche (ami, parent) et n'a pas d'objet. Une lettre administrative, en revanche, sert à faire une requête officielle à un supérieur. Étape 3 : Conclus donc qu'il s'agit d'une lettre administrative en citant l'objet et la formule de politesse hiérarchique.",537,462,81
Allemand,Präpositionen und Satzbau,examen,gemini-flash-lite-latest,B_markdown,Wähle die richtige Präposition: Ich wararte ... den Bus. (auf / an / in),auf,Schritt 1: Das Verb 'warten' braucht hier eine bestimmte Präposition. Auf Deutsch sagen wir 'warten auf'. Schritt 2: Im Dativ oder Akkusativ? Nach 'warten auf' folgt im Akkusativ 'den Bus'. Schritt 3: Die richtige Wahl ist also 'auf'.,72,234,14
